60		0.038505
42		0.003596
75		0.002368
91		0.000877
126		0.000175
74		0.036313
66		0.310499
449		0.000088
1506		0.197176
530		0.000175
73		0.001316
89		0.001228
125		0.002719
76		0.003158
1103		0.000088
152		0.000175
189		0.000614
54		0.073502
421		0.000088
419		0.000526
405		0.001754
409		0.001228
417		0.000175
402		0.000439
418		0.000175
336		0.000088
426		0.000175
994		0.000175
700		0.000175
480		0.000088
86		0.001053
1392		0.000175
496		0.000175
70		0.000965
1271		0.000263
567		0.000439
431		0.000175
1037		0.000088
1430		0.000088
250		0.000175
467		0.000351
460		0.000702
78		0.010350
482		0.000088
1334		0.000175
878		0.000175
430		0.000175
434		0.000175
397		0.000175
148		0.000175
1454		0.000088
102		0.000789
844		0.000088
1359		0.000263
354		0.000175
1225		0.000088
457		0.000175
403		0.000263
552		0.000088
527		0.000175
411		0.000175
424		0.000088
414		0.000175
1058		0.000088
420		0.000088
985		0.000088
1216		0.000175
661		0.000088
475		0.000175
481		0.000175
636		0.000526
986		0.000175
634		0.000175
447		0.000175
448		0.000263
443		0.000088
516		0.000175
1314		0.000088
454		0.000526
1193		0.000088
877		0.000351
296		0.000088
522		0.000088
470		0.000175
62		0.000088
473		0.000175
521		0.000088
681		0.000175
529		0.000088
593		0.000088
765		0.000088
369		0.000263
1451		0.000088
580		0.000088
1113		0.000175
87		0.002105
120		0.000702
408		0.000263
155		0.000088
156		0.000965
121		0.000965
79		0.002456
160		0.000439
108		0.000877
143		0.001140
186		0.000351
215		0.000614
92		0.003158
352		0.000263
146		0.000263
129		0.000614
435		0.000088
184		0.000702
439		0.000263
1484		0.014911
900		0.000789
252		0.001403
581		0.000088
428		0.000088
81		0.000877
292		0.000789
631		0.000175
839		0.000088
111		0.000439
1416		0.028769
771		0.000175
191		0.000088
355		0.000263
149		0.000965
187		0.000351
308		0.000614
788		0.000175
300		0.000175
96		0.000526
638		0.000175
137		0.000439
1066		0.000088
95		0.000877
109		0.000789
94		0.000789
811		0.000088
389		0.000351
774		0.000263
399		0.000175
132		0.000263
199		0.000702
