1328969409.340112	        60
1328969410.262074	        60
1328969410.876080	        60
1328969411.797758	        60
1328969412.719569	        60
1328969413.333945	        60
1328969413.948298	        42
1328969414.255172	        60
1328969414.642989	        75
1328969414.643272	        75
1328969414.676430	        91
1328969414.678193	       126
1328969414.678480	        74
1328969414.760919	        74
1328969414.760969	        66
1328969414.761076	       449
1328969414.843661	        66
1328969414.854825	      1506
1328969414.854861	        66
1328969414.856503	      1506
1328969414.856531	        66
1328969414.856791	       530
1328969414.856804	        66
1328969414.869534	        42
1328969414.869692	        73
1328969414.869944	        73
1328969414.869995	        60
1328969414.904923	        89
1328969414.906898	       125
1328969414.922583	        74
1328969414.926443	        76
1328969414.926478	        76
1328969414.934961	        76
1328969414.934994	        76
1328969414.937596	      1506
1328969414.937624	        66
1328969414.939405	      1506
1328969414.939429	        66
1328969414.940926	      1103
1328969414.940943	        66
1328969414.942345	      1506
1328969414.942366	        66
1328969414.943996	      1506
1328969414.944023	        66
1328969414.959609	       152
1328969414.961029	       189
1328969414.961202	        74
1328969414.961462	        74
1328969414.961686	        74
1328969414.963296	        74
1328969414.963679	        74
1328969414.970002	       152
1328969414.973221	       189
1328969414.973570	        74
1328969414.973836	        74
1328969414.973887	        74
1328969414.975122	        74
1328969414.978690	        74
1328969414.993458	        66
1328969414.993521	        54
1328969414.993605	       421
1328969414.995393	        66
1328969414.995425	        54
1328969414.995487	       419
1328969415.002514	        66
1328969415.002557	        54
1328969415.002838	        66
1328969415.002851	        54
1328969415.002863	        66
1328969415.002877	        54
1328969415.002897	       405
1328969415.002951	       409
1328969415.003002	       419
1328969415.005922	        66
1328969415.005952	        54
1328969415.006234	       417
1328969415.009872	        66
1328969415.009910	        54
1328969415.010189	        66
1328969415.010207	        54
1328969415.010526	        66
1328969415.010541	        54
1328969415.011007	       402
1328969415.011063	       418
1328969415.011115	       336
1328969415.014304	        66
1328969415.014342	        54
1328969415.014611	       426
1328969415.022390	      1506
1328969415.022412	        66
1328969415.023899	      1506
1328969415.023923	        66
1328969415.025423	       994
1328969415.025444	        66
1328969415.026808	      1506
1328969415.026829	        66
1328969415.028767	      1506
1328969415.028788	        66
1328969415.030384	      1506
1328969415.030408	        66
1328969415.031017	       700
1328969415.031031	        66
1328969415.033214	      1506
1328969415.033231	        66
1328969415.036998	      1506
1328969415.037021	        66
1328969415.037291	      1506
1328969415.037316	        66
1328969415.038406	      1506
1328969415.038431	        66
1328969415.038447	        54
1328969415.040408	      1506
1328969415.040434	        54
1328969415.047950	      1506
1328969415.047972	        54
1328969415.048294	      1506
1328969415.048306	        54
1328969415.048682	       480
1328969415.048698	        54
1328969415.049365	      1506
1328969415.049381	        54
1328969415.049827	      1506
1328969415.049843	        54
1328969415.050450	      1506
1328969415.050467	        54
1328969415.051853	      1506
1328969415.051874	        54
1328969415.052000	        86
1328969415.052010	        54
1328969415.053793	      1506
1328969415.053814	        54
1328969415.053834	        54
1328969415.056163	      1506
1328969415.056182	        54
1328969415.057446	      1392
1328969415.057463	        54
1328969415.060796	        54
1328969415.060821	        54
1328969415.061409	      1506
1328969415.061426	        54
1328969415.061760	      1506
1328969415.061774	        54
1328969415.062255	       496
1328969415.062271	        54
1328969415.064594	      1506
1328969415.064615	        54
1328969415.065316	      1506
1328969415.065331	        54
1328969415.065690	        70
1328969415.065699	        54
1328969415.066889	      1506
1328969415.066908	        54
1328969415.068705	      1506
1328969415.068727	        54
1328969415.070682	      1506
1328969415.070704	        54
1328969415.072469	      1506
1328969415.072491	        54
1328969415.072513	        54
1328969415.074590	      1271
1328969415.074609	        54
1328969415.074629	        54
1328969415.074878	        74
1328969415.074907	        66
1328969415.074920	        54
1328969415.075169	        54
1328969415.075373	       567
1328969415.076696	      1506
1328969415.076712	        54
1328969415.078394	      1506
1328969415.078418	        54
1328969415.079773	       431
1328969415.079794	        54
1328969415.079886	        54
1328969415.080762	      1506
1328969415.080782	        54
1328969415.082231	      1506
1328969415.082257	        54
1328969415.084625	      1506
1328969415.084648	        54
1328969415.085724	      1506
1328969415.085745	        54
1328969415.087743	      1506
1328969415.087763	        54
1328969415.089425	      1506
1328969415.089444	        54
1328969415.091394	      1506
1328969415.091412	        54
1328969415.094147	      1506
1328969415.094161	        54
1328969415.094928	      1506
1328969415.094946	        54
1328969415.096968	      1506
1328969415.096986	        54
1328969415.097011	        54
1328969415.098231	      1037
1328969415.098249	        54
1328969415.099853	      1506
1328969415.099882	        54
1328969415.101386	      1506
1328969415.101405	        54
1328969415.104003	      1506
1328969415.104027	        54
1328969415.105471	      1506
1328969415.105491	        54
1328969415.107010	      1506
1328969415.107031	        54
1328969415.108864	      1506
1328969415.108886	        54
1328969415.110555	      1506
1328969415.110573	        54
1328969415.112288	      1506
1328969415.112307	        54
1328969415.113818	      1506
1328969415.113836	        54
1328969415.115731	      1506
1328969415.115752	        54
1328969415.117324	      1430
1328969415.117383	        54
1328969415.119204	      1506
1328969415.119222	        54
1328969415.121140	      1506
1328969415.121157	        54
1328969415.122819	      1506
1328969415.122834	        54
1328969415.127539	      1506
1328969415.127567	        54
1328969415.127845	      1506
1328969415.127860	        54
1328969415.128417	      1506
1328969415.128434	        54
1328969415.129846	      1506
1328969415.129865	        54
1328969415.129883	       250
1328969415.129896	        54
1328969415.132577	      1506
1328969415.132610	        54
1328969415.132640	       467
1328969415.132650	        54
1328969415.134388	      1506
1328969415.134414	        54
1328969415.136225	      1506
1328969415.136240	        54
1328969415.138168	      1506
1328969415.138189	        54
1328969415.138214	       460
1328969415.138230	        54
1328969415.162411	      1506
1328969415.162451	        78
1328969415.162550	      1506
1328969415.162564	        78
1328969415.163038	      1506
1328969415.163050	        78
1328969415.164016	      1506
1328969415.164039	        78
1328969415.164434	       482
1328969415.164445	        78
1328969415.164993	      1506
1328969415.165005	        78
1328969415.165479	      1506
1328969415.165491	        78
1328969415.165998	      1506
1328969415.166010	        78
1328969415.166561	      1506
1328969415.166572	        78
1328969415.166979	      1506
1328969415.166989	        78
1328969415.167433	      1506
1328969415.167443	        78
1328969415.168096	      1506
1328969415.168108	        78
1328969415.168762	      1506
1328969415.168774	        78
1328969415.169299	      1334
1328969415.169312	        78
1328969415.229917	        66
1328969415.232102	       878
1328969415.232123	        66
1328969415.232144	        66
1328969415.232487	        66
1328969415.252731	      1506
1328969415.252837	        66
1328969415.275557	       431
1328969415.275943	       430
1328969415.276375	       426
1328969415.276744	       434
1328969415.277104	       397
1328969415.313882	      1506
1328969415.315333	      1506
1328969415.315356	       148
1328969415.315401	        54
1328969415.315865	        54
1328969415.318713	      1454
1328969415.318735	        54
1328969415.325219	      1506
1328969415.325263	        54
1328969415.325281	       102
1328969415.325293	        54
1328969415.327776	       844
1328969415.327806	        54
1328969415.335828	      1359
1328969415.335902	        66
1328969415.337812	      1506
1328969415.337856	        54
1328969415.337869	       354
1328969415.337879	        54
1328969415.348904	      1506
1328969415.348931	        54
1328969415.350394	      1506
1328969415.350415	        54
1328969415.352256	      1506
1328969415.352276	        54
1328969415.353901	      1506
1328969415.353922	        54
1328969415.355697	      1506
