0		1
921		1
1535		1
2457		1
3379		1
3993		1
4608		1
4915		1
5302		1
5303		1
5336		1
5338		2
5420		3
5503		1
5514		2
5516		4
5529		4
5564		1
5566		1
5582		1
5586		2
5594		2
5597		2
5599		2
5600		2
5602		2
5603		2
5619		1
5620		1
5621		3
5623		2
5629		1
5633		4
5635		1
5638		1
5653		3
5655		3
5662		9
5665		2
5666		1
5669		2
5670		6
5671		1
5674		3
5682		2
5683		2
5685		2
5686		2
5688		2
5690		4
5693		2
5696		2
5697		2
5698		3
5700		2
5707		2
5708		4
5709		4
5710		2
5711		4
5713		3
5716		2
5717		2
5720		2
5721		4
5722		2
5724		2
5725		4
5726		2
5728		2
5730		2
5732		3
5734		6
5735		2
5736		2
5738		2
5739		3
5740		2
5742		2
5744		2
5745		2
5747		2
5749		2
5751		2
5754		4
5756		3
5758		2
5759		2
5761		2
5763		2
5765		2
5766		2
5768		2
5770		2
5772		2
5773		2
5775		2
5777		2
5779		2
5781		2
5782		2
5787		4
5788		2
5789		4
5792		4
5794		2
5796		2
5798		4
5822		6
5823		2
5824		4
5825		4
5826		4
5827		4
5828		2
5829		2
5889		1
5891		1
5892		3
5912		2
5935		2
5936		3
5973		1
5975		4
5978		2
5985		4
5987		2
5995		2
5997		4
6008		2
6010		2
6012		2
6013		2
6015		2
6017		2
6018		2
6030		1
6046		2
6047		2
6049		2
6051		2
6053		2
6055		2
6056		2
6058		2
6060		2
6062		2
6081		2
6083		2
6085		2
6086		2
6088		2
6090		2
6093		2
6094		2
6095		2
6097		2
6099		2
6101		1
6102		2
6104		1
6106		2
6108		1
6110		2
6111		1
6113		2
6115		1
6119		2
6121		1
6126		3
6127		2
6128		1
6130		2
6132		1
6133		2
6136		1
6137		2
6140		3
6142		1
6144		2
6146		1
6148		2
6149		1
6151		2
6153		1
6155		2
6156		1
6158		2
6162		3
6164		1
6169		3
6170		3
6173		2
6177		1
6178		3
6180		2
6181		1
6183		2
6185		2
6187		2
6189		1
6190		1
6191		2
6192		2
6194		2
6196		2
6198		2
6202		4
6203		2
6205		2
6207		1
6211		2
6212		3
6219		1
6220		4
6451		2
6773		1
6812		2
6814		2
6815		2
6816		2
6819		2
6821		2
6822		2
6824		2
6826		4
6849		2
6851		2
6853		2
6855		2
6856		2
6858		2
6861		2
6862		2
6865		4
6867		2
6869		2
6871		1
6872		2
6883		1
6885		2
6889		3
6892		3
6894		1
6896		1
6898		1
6899		2
6901		2
6902		1
6905		2
6906		2
6908		2
6910		2
6912		2
6914		2
6918		4
6919		2
6921		2
6924		4
6926		1
6928		2
6930		1
6931		2
6934		2
6935		1
6936		1
6939		4
6953		1
6954		2
6955		2
6956		1
6966		1
6993		1
6994		2
6995		1
6996		1
6998		2
7004		2
7008		4
7009		2
7010		4
7049		1
7050		1
7052		2
7053		2
7055		2
7057		2
7059		2
7061		2
7062		2
7065		2
7066		2
7068		3
7069		2
7071		2
7073		2
7075		2
7077		2
7079		2
7080		2
7082		2
7084		2
7085		1
7086		1
7087		1
7088		2
7090		2
7092		2
7094		2
7095		2
7098		2
7100		2
7101		2
7102		1
7103		1
7104		2
7106		2
7108		1
7110		2
7111		1
7113		2
7115		1
7117		2
7119		1
7120		2
7123		1
7124		2
7127		2
7128		2
7129		2
7131		2
7133		2
7134		2
7136		2
7138		2
7139		2
7142		2
7145		1
7146		2
7149		2
7150		1
7151		1
7152		2
7154		1
7156		2
7158		2
7160		2
7161		3
7163		2
7165		2
7168		4
7171		2
7172		2
7173		2
7176		2
7177		2
7179		2
7181		2
7183		2
7185		2
7186		2
7188		2
7195		6
7196		4
7198		2
7200		2
7202		2
7203		2
7205		2
7207		2
7210		2
7211		2
7212		1
7213		1
7214		2
7217		2
7218		2
7220		2
7221		2
7224		2
7225		2
7227		2
7229		2
7230		2
7232		2
7234		2
7236		2
7237		2
7238		6
7346		1
7354		2
7355		2
7356		3
7372		1
7389		2
7390		1
7396		3
7401		3
7409		4
7410		2
7412		2
7418		10
7419		4
7430		4
7438		1
7442		2
7443		1
7444		3
7445		2
7446		3
7449		1
7453		3
7454		3
7456		2
7458		1
7460		2
7461		1
7463		2
7465		1
7467		2
7469		1
7471		2
7473		1
7475		2
7476		1
7478		1
7479		2
7480		1
7482		2
7484		3
7486		1
7487		2
7492		4
7493		4
7494		3
7497		3
7499		2
7500		2
7502		1
7504		2
7506		1
7508		2
7509		1
7511		2
7513		1
7515		2
7516		1
7517		1
7518		3
7521		2
7522		1
7524		2
7526		1
7528		2
7529		1
7531		2
7533		1
7535		2
7537		1
7538		2
7540		1
7542		2
7548		3
7550		3
7551		2
7552		1
7553		2
7555		1
7557		2
7559		1
7563		2
7564		1
7565		2
7566		2
7568		4
7570		1
7572		2
7574		1
7577		3
7579		2
7581		3
7598		4
7599		2
7600		4
7601		2
7602		2
7603		5
7604		4
7605		1
7606		2
7607		2
7609		1
7611		2
7612		1
7614		3
7616		1
7618		2
7620		1
7622		2
7624		1
7625		2
7627		1
7634		2
7635		2
7636		4
7641		2
7642		4
7645		5
7646		1
7647		2
7649		2
7650		2
7652		1
7653		2
7654		2
7656		2
7658		2
7662		4
7663		2
7665		2
7667		1
7668		4
7670		2
7672		2
7674		2
7675		2
7677		2
7681		2
7683		2
7685		2
7687		2
7688		2
7690		1
7692		2
7694		1
7696		2
7697		1
7699		2
7701		1
7703		2
7704		1
7706		2
7708		2
7710		2
7712		2
7714		2
7716		2
7718		2
7719		1
7721		2
7722		1
7724		2
7726		1
7728		2
7729		1
7734		2
7735		3
7737		2
7738		2
7740		2
7742		2
7744		1
7745		4
7747		1
7749		2
7751		1
7753		2
7754		1
7756		2
7762		3
7763		1
7764		3
7766		2
7768		1
7770		2
7772		1
7773		2
7775		1
7777		2
7779		1
7782		3
7785		2
7786		1
7788		2
7790		1
7791		2
7793		2
7795		2
7797		2
7798		2
7799		2
7800		1
7801		1
7803		2
7805		1
7807		2
7809		1
7810		1
7811		1
7812		1
7814		2
7819		1
7820		3
7822		2
7825		1
7827		2
7828		3
7830		1
7832		2
7834		2
7835		2
7837		2
7841		4
7842		2
7845		4
7972		1
7973		3
7975		1
7976		2
7987		1
8006		1
8015		2
8017		2
8018		2
8021		4
8023		1
8024		2
8025		1
8026		3
8028		3
8030		1
8031		2
8034		2
8043		2
8058		1
8060		1
8061		2
8062		1
8064		3
8068		2
8069		1
8071		1
8073		2
8074		3
8075		1
8078		1
8080		2
8107		5
8108		6
8111		1
8113		3
8115		2
8116		1
8147		2
8148		3
8149		2
8150		2
8152		1
8153		1
8154		2
8156		1
8158		2
8159		2
8161		1
8162		1
8163		1
8164		2
8180		2
8181		1
8184		1
8190		1
8191		1
8192		6
8199		1
8201		2
8202		1
8233		1
8234		1
8236		2
8237		2
8238		2
8253		1
8255		2
8256		1
8258		2
8260		1
8261		2
8263		1
8265		2
8267		1
8291		2
8293		1
8294		2
8296		1
8298		2
8300		1
8302		2
